item	itemLabel	itemDescription	cui
http://www.wikidata.org/entity/Q388545	Dermatophagia	compulsive disorder of extreme nail or skin biting	CL556629
http://www.wikidata.org/entity/Q3355371	orchialgia	medical condition	C0560253
http://www.wikidata.org/entity/Q1283551	International Prostate Symptom Score	no description	C1998280
http://www.wikidata.org/entity/Q4316659	necrobiosis	physiological death of a cell	C0162812
http://www.wikidata.org/entity/Q15467261	degeneration	medical term	C1880269
http://www.wikidata.org/entity/Q109974768	Gardner fibroma	medical condition	C1708187
http://www.wikidata.org/entity/Q109236729	Cellular angiofibroma	medical condition	C1367534
http://www.wikidata.org/entity/Q18347891	Haab's striae	medical condition	CL564738
http://www.wikidata.org/entity/Q110419412	Meibomian gland dysfunction	medical condition	C1275684
http://www.wikidata.org/entity/Q5419531	Excess ovarian androgen release syndrome	medical condition	CL466608
http://www.wikidata.org/entity/Q4797672	Arthropod assault	no description	C2885714
http://www.wikidata.org/entity/Q7253117	pruritic papular eruption of HIV disease	disease	CL936527
http://www.wikidata.org/entity/Q7253117	pruritic papular eruption of HIV disease	disease	CL1410786
http://www.wikidata.org/entity/Q7194892	Pinch mark	no description	C0432786
http://www.wikidata.org/entity/Q7922586	Verrucae palmares et plantares	no description	CL1639837
http://www.wikidata.org/entity/Q6752142	Mantleoma	no description	C1275208
http://www.wikidata.org/entity/Q5262716	Dermatothlasia	no description	C0562724
http://www.wikidata.org/entity/Q7202439	Platonychia	no description	C3276460
http://www.wikidata.org/entity/Q104845432	Other specified dissociative disorder	cluster of dissociative disorders	C0362053
http://www.wikidata.org/entity/Q102668404	Emmonsiosis	Mycoses	CL1637186
http://www.wikidata.org/entity/Q107389486	esophagogastric junction outflow obstruction	medical condition	CL1645307
http://www.wikidata.org/entity/Q107584016	Bizarre parosteal osteochondromatous proliferation	medical condition	C2960319
http://www.wikidata.org/entity/Q108049203	Body image disturbance	altered perception of one's body image	CL983224
http://www.wikidata.org/entity/Q19607237	tooth crowding	no description	C3550888
http://www.wikidata.org/entity/Q108668003	Sclerosing epithelioid fibrosarcoma	very rare malignant tumor of soft tissues	C1710026
http://www.wikidata.org/entity/Q109284519	Angiofibroma of soft tissue	medical condition	CL1643268
http://www.wikidata.org/entity/Q110064502	Dermatofibrosarcoma protuberans, fibrosarcomatous	medical condition	C3665732
http://www.wikidata.org/entity/Q105678458	embryonal tumour with multilayered rosettes	aggressive type of brain cancer	CL536415
http://www.wikidata.org/entity/Q105678458	embryonal tumour with multilayered rosettes	aggressive type of brain cancer	C3267147
http://www.wikidata.org/entity/Q110127840	Low-grade myofibroblastic sarcoma	medical condition	C1708751
http://www.wikidata.org/entity/Q1628489	hornet venom	no description	C0565667
http://www.wikidata.org/entity/Q72100330	wasp venoms	venoms produced by the wasp (Vespid) family of stinging insects	C0043040
http://www.wikidata.org/entity/Q55015914	refraction or accommodation disorder	human disease	C0339670
http://www.wikidata.org/entity/Q110821251	Carbon Dioxide Poisoning	no description	C0238041
http://www.wikidata.org/entity/Q99305782	neologism	psychopathological symptom, characterized by the invention of new words that have meaning only to the person using them	C0233647
http://www.wikidata.org/entity/Q18350940	Idiopathic granulomatous hepatitis	medical condition	CL519003
http://www.wikidata.org/entity/Q1604388	Pattern Strabismus	difference in the magnitude of a strabisme between up and downgaze	C1532241
http://www.wikidata.org/entity/Q1677078	over elevation in adduction	ocular motility disorder	C1276001
http://www.wikidata.org/entity/Q47200750	geographic atrophy	form of macular degeneration with a well-defined progressive lesion in the macula lutea	C1536085
http://www.wikidata.org/entity/Q55345922	optic atrophy 11	human disease	CL602061
http://www.wikidata.org/entity/Q18967427	syphilitic optic atrophy	Human disease	C0153171
http://www.wikidata.org/entity/Q55999585	Leber optic atrophy and dystonia	human disease	CL496054
http://www.wikidata.org/entity/Q11681869	flexion	bending movement that decreases the angle between a segment and its proximal segment	C0231452
http://www.wikidata.org/entity/Q7255153	Pseudomyopia	temporary myopia	C3888581
http://www.wikidata.org/entity/Q3026125	pupil diameter	no description	C0489618
http://www.wikidata.org/entity/Q18457101	Locomotive syndrome	no description	C4087189
http://www.wikidata.org/entity/Q760248	pupillary distance	distance between the centers of the pupils of the eyes	C0946330
http://www.wikidata.org/entity/Q943756	Lensmeter	ophthalmic instrument mainly used by optometrists and opticians	C0181612
http://www.wikidata.org/entity/Q17146642	anogenital distance	distance from midpoint of the anus to the genitalia	C3839013
http://www.wikidata.org/entity/Q111051423	calf circumference	no description	CL1647623
http://www.wikidata.org/entity/Q12600757	lifestyle disease	non-communicable diseases linked with the way people live their life, commonly caused by lack of physical activity, unhealthy eating, alcohol, drugs and smoking	C1517875
http://www.wikidata.org/entity/Q4723931	algaemia	condition where green algae is found in the blood	C0344091
http://www.wikidata.org/entity/Q1164529	renal cell carcinoma	renal carcinoma that has material basis in the lining of the proximal convoluted renal tubule of the kidney	C1861854
http://www.wikidata.org/entity/Q779118	deflazacort	pharmaceutical drug	C0057258
http://www.wikidata.org/entity/Q415220	pemetrexed	chemical compound	C0210657
http://www.wikidata.org/entity/Q12761940	affective seizure	no description	CL958722
http://www.wikidata.org/entity/Q4055217	abfraction	loss of tooth structure not caused by tooth decay	C1290755
http://www.wikidata.org/entity/Q17623400	cacosmia	no description	C3888024
http://www.wikidata.org/entity/Q55789917	bilateral renal agenesis dominant type	human disease	CL494847
http://www.wikidata.org/entity/Q4693581	Agoraphobia Without History of Panic Disorder	no description	C0001819
http://www.wikidata.org/entity/Q16866863	Skin sloughing	shedding dead surface cells off the skin	CL454356
http://www.wikidata.org/entity/Q4465866	Tourettism	Tourette-like symptoms in the absence of Tourette syndrome	C4049211
http://www.wikidata.org/entity/Q5679045	Hashitoxicosis	thyrotoxicosis in Hashimoto's thyroiditis	C0342124
http://www.wikidata.org/entity/Q3906116	Placenta increta	no description	C0266765
http://www.wikidata.org/entity/Q7924691	Vibroacoustic stimulation	no description	C3827561
http://www.wikidata.org/entity/Q97465878	droplet transmission	transmission of pathogen from an infected person's coughing, sneezing, or talking	CL509447
http://www.wikidata.org/entity/Q88103997	fomite transmission	pathogen transmission process by contact with contaminated surfaces	C1642394
http://www.wikidata.org/entity/Q3075150	fomite	non-living object capable of carrying infectious agents	C1008855
http://www.wikidata.org/entity/Q97465852	disease hotspot	a place experiencing high disease infection rates or burden from disease	CL1493010
http://www.wikidata.org/entity/Q17087302	weight management	techniques for maintaining body weight	C4273558
http://www.wikidata.org/entity/Q66592428	Glandular cell	found on lining of uterus and cervix	C1517548
http://www.wikidata.org/entity/Q886810	stasis edema	no description	C1135352
http://www.wikidata.org/entity/Q1671715	Upper respiratory tract obstruction	no description	C0392454
http://www.wikidata.org/entity/Q111175205	pure erythroid leukemia	disease	CL449189
http://www.wikidata.org/entity/Q2200381	neurogenic shock	distributive type of shock resulting in low blood pressure, attributed to disruption of autonomic pathways within the spinal cord	C0544617
http://www.wikidata.org/entity/Q321458	tanning	the darkening of skin in response to ultraviolet light	C1537110
http://www.wikidata.org/entity/Q56297467	Acroosteolysis dominant type	no description	C2930971
http://www.wikidata.org/entity/Q605709	fibrosis	formation of excess fibrous connective tissue in an organ or tissue in a reparative or reactive process	C3550476
http://www.wikidata.org/entity/Q3357466	Osteodystrophy	dystrophic growth of the bone	C0264009
http://www.wikidata.org/entity/Q3604584	acne keloidalis nuchae	destructive scarring folliculitis	C0001145
http://www.wikidata.org/entity/Q5457543	Flash burn	burn injury caused by intense flashes of light, high voltage electric current or strong thermal radiation	C0562112
http://www.wikidata.org/entity/Q6556684	Lipoblastomatosis	medical condition	C0334475
http://www.wikidata.org/entity/Q111201618	abnormal tissue	no description	C0679338
http://www.wikidata.org/entity/Q5064113	cerebrospinal fluid leak	loss of cerebrospinal fluid into the surrounding tissues	C0023182
http://www.wikidata.org/entity/Q1349983	leak	process of fluid escaping containment	CL382906
http://www.wikidata.org/entity/Q5359683	elevated alpha-fetoprotein	state where Alpha-fetoprotein levels are outside of the reference range in the blood or amniotic fluid	C4229245
http://www.wikidata.org/entity/Q30633204	gait deviations	any variation of standard human gait	C1096245
http://www.wikidata.org/entity/Q4499376	cold injury	physical injury caused by exposure of the body to extremely low ambient temperatures	C1306570
http://www.wikidata.org/entity/Q3589156	Malignant Migrating Partial Seizures in Infancy	a severe form of epilepsy that begins very early in life	C3494976
http://www.wikidata.org/entity/Q107463505	CDKL5 deficiency disorder	medical condition	CL494907
http://www.wikidata.org/entity/Q3801658	hypotonic	less than normal tension	C4229747
http://www.wikidata.org/entity/Q17152478	Synovial osteochondromatosis	medical condition	C0029427
http://www.wikidata.org/entity/Q6822340	metabolic bone disease	disease	C0005944
http://www.wikidata.org/entity/Q7248877	Progressive transformation of germinal centres	medical condition	C1514481
http://www.wikidata.org/entity/Q18557283	plasma cell neoplasm	human disease	C1959632
http://www.wikidata.org/entity/Q2113512	proteopathy	disease	C2718001
http://www.wikidata.org/entity/Q25111497	MGUS polyneuropathy	no description	C0393846
http://www.wikidata.org/entity/Q9282272	Trichophyton tinea capitis	no description	C0276740
http://www.wikidata.org/entity/Q55436697	Cutaneous hyalohyphomycosis	no description	C0343953
http://www.wikidata.org/entity/Q104522836	fungal endocarditis	disease	C0276648
http://www.wikidata.org/entity/Q102357125	malassesiosis	disease	C1096560
http://www.wikidata.org/entity/Q2097389	pityriasis	disease	C0032024
http://www.wikidata.org/entity/Q102296333	immunodeficiency 63	human disease	C5193126
http://www.wikidata.org/entity/Q102294040	cerebellar hyplasia/atrophy, epilepsy, and global developmental delay	human disease	CL1402104
http://www.wikidata.org/entity/Q102293504	congenital disorder of glycosylation 1cc	human disease	CL1402105
http://www.wikidata.org/entity/Q102293779	familial erythrocytosis 7	human disease	CL925544
http://www.wikidata.org/entity/Q102293249	mega-corpus-callosum syndrome with cerebellar hypoplasia and cortical malformations	human disease	CL968238
http://www.wikidata.org/entity/Q103397599	Sinus node dysfunction	medical condition	C0428908
http://www.wikidata.org/entity/Q104148484	immunologic reaction	medical attribute related to immune system response	C0301873
http://www.wikidata.org/entity/Q105084367	complications of anaesthesia during labour or delivery	no description	C0477856
http://www.wikidata.org/entity/Q105723518	Prematurely aged appearance	no description	C1857656
http://www.wikidata.org/entity/Q105965515	psychogenic vomiting	vomiting with a psychological etiology, or without any obvious organic pathology	C0233757
http://www.wikidata.org/entity/Q106316595	Stromal tumor, benign	no description	C0474833
http://www.wikidata.org/entity/Q106303015	Pyruvate dehydrogenase phosphatase deficiency	no description	C1837429
http://www.wikidata.org/entity/Q106296410	Snijders Blok-Fisher syndrome	no description	CL1402458
http://www.wikidata.org/entity/Q106584322	sprained  knee	no description	C0272891
http://www.wikidata.org/entity/Q106584167	excessive ear wax	symptom/complaint due to wax in ear canal	C1382811
http://www.wikidata.org/entity/Q108404609	cerebral calcification	disease	C4228458
http://www.wikidata.org/entity/Q108641440	Laryngeal myiasis	no description	C2833788
http://www.wikidata.org/entity/Q5519115	Galli–Galli disease	medical condition	CL1643714
http://www.wikidata.org/entity/Q5771689	hirsuties	disease	C0271612
http://www.wikidata.org/entity/Q7543024	small cell melanoma	no description	C1883048
http://www.wikidata.org/entity/Q483130	geographic information system	spatial data information systems	C0815319
http://www.wikidata.org/entity/Q120877	cloning	process of producing genetically identical individuals by changing nucleus	C0009015
